Incident,Time,Nature,Address
14F143616,09:11:11,"51,35",4200 WASHINGTON CENTER RD W
14F143626,09:12:20,47 REMOVE ITEMS,1700 OLLADALE DR
14F143617,09:14:45,EMS,4300 PLAZA DR
14F143619,09:16:18,43 DISTURBANCE,900 FRANCIS ST
14F143618,09:16:35,30 TRAFFIC STOP,10100 ILLINOIS RD & SCOTT RD S
14F143621,09:19:01,30 TRAFFIC STOP,200 RUDISILL BLVD E & CLINTON ST S
14F143645,09:22:09,22RN RUNAWAY,3900 LILLIE ST
14F143623,09:25:44,22RN RUNAWAY,6000 EASTHILLS RD
14F143624,09:29:02,40A AUDIBLE,3900 WELLS ST
14F143666,09:29:33,16 PICK UP ITEM,3400 SHERMAN BLVD
14F143625,09:30:57,30 TRAFFIC STOP,7100 ENGLE RD & STATESMANS WAY
14F143628,09:32:53,25 PD ACCIDENT,300 JEFFERSON BLVD W & EWING ST
14F143627,09:33:32,48 SUSPICIOUS,4300 SPATZ AVE & SENATE AVE
14F143629,09:37:03,103 UNWANTED,300 JEFFERSON BLVD W
14F143635,09:39:40,108 FOLLOWUP,3200 PLAZA DR
14F143631,09:40:42,48 SUSPICIOUS,1000 CONGRESS AVE & GAYWOOD DR
14F143632,09:42:03,40A AUDIBLE,4600 ARLINGTON AVE
14F250047,09:43:37,"46,96",7600 SADDLEWOOD DR
14F250048,09:49:43,46 DOMESTIC,6900 AUTUMN CHASE DR
14F143634,09:50:03,40A AUDIBLE,500 COOMBS ST
14F143637,09:52:20,40A AUDIBLE,4500 MONROE ST S
14F143636,09:52:36,"33,34",4600 OLD MILL RD
14F143638,09:52:55,103 UNWANTED,2700 CANTERBURY BLVD
14F143640,09:55:12,65T SUICIDE THR,3100 CLINTON CT
14F143639,09:55:38,56 MOLESTING,00 MAIN ST E
14F143642,09:55:42,46 DOMESTIC,900 RIDGEWOOD DR
14F143641,09:55:45,EMS,4800 AVONDALE DR
14F143643,10:05:37,65A SUICIDE ATT,2400 TERRACE RD
14F143644,10:12:00,40A AUDIBLE,5700 BELL TOWER LN
14F143646,10:14:10,40A AUDIBLE,2300 CLINTON ST S
14F143647,10:15:33,911 HANG UP,2900 LAKE AVE
14F143648,10:16:20,38 LOST/STOLEN,1800 ANDREW ST
14F143649,10:17:36,37 PARKING VIOL,400 GRAPEVINE LN
14F143657,10:19:27,17 MOTOR CHECK,1300 HURON ST
14F143650,10:22:24,911 HANG UP,1300 WASHINGTON CENTER RD W
14F143651,10:30:58,40A AUDIBLE,500 COOMBS ST
14F143652,10:33:59,"33,34",5800 OLD TRAIL RD & BLUFFTON RD
14F143654,10:34:23,46 DOMESTIC,900 LIBERTY ST
14F143653,10:34:38,108 FOLLOWUP,5700 WESTHILLS RD
14F143655,10:36:25,15 ASSIST,00 MAIN ST E
14F143656,10:36:29,"16,97",1200 CLINTON ST S
14F143658,10:37:24,43 DISTURBANCE,2300 CAMBRIDGE BLVD
14F143661,10:38:45,EMS,4500 LILLIE ST
14F143659,10:39:35,129,7100 BEECHHURST CT
14F143660,10:40:23,51 THEFT,600 CALHOUN ST S
14F143662,10:44:10,43 DISTURBANCE,2200 DUNKELBERG RD
14F143664,10:50:31,67 INDECENT,5700 BROOKWOOD DR N
14F143663,10:51:20,66 MENTALLY ILL,2100 COLISEUM BLVD E
14F143665,10:59:07,102 THREATS,00 MAIN ST E
14F143667,11:03:24,39 STOLEN VEHIC,4000 ARLINGTON AVE
14F143668,11:04:21,911 HANG UP,700 WASHINGTON CENTER RD W
14F143669,11:06:51,15 ASSIST,5800 TURTLE CREEK DR
14F143670,11:14:51,911 HANG UP,5200 OLD MILL RD
14F143671,11:17:40,911 HANG UP,1400 PINEHURST DR
14F143672,11:18:12,22I JUV INVEST,3400 KENDALE DR
14F143674,11:22:58,911 HANG UP,400 PAULDING RD E
14F143687,11:22:59,66V MENTAL VIOL,800 COTTAGE AVE
14F143673,11:23:06,33J LOCKED OUT,6300 LIMA RD
14F143675,11:23:54,41 MAN DOWN,800 STATE BLVD W & SHERMAN BLVD
14F143676,11:31:38,911 HANG UP,1600 HOBSON RD
14F143677,11:31:55,911 HANG UP,3100 EUCLID AVE
14F143678,11:33:52,48 SUSPICIOUS,2000 ANTHONY BLVD N & FOREST AVE
14F143679,11:34:25,40P PANIC ALARM,3700 REED ST
14F143680,11:40:21,50IP BURG I/P,800 HUGH ST
14F143681,11:44:50,911 HANG UP,7200 INNOVATION BLVD
14F143683,11:45:29,48 SUSPICIOUS,300 GLENCOE AVE
14F143682,11:46:15,80 CIVIL INVEST,5300 REBECCA ST
14F143684,11:48:43,"51,35",200 WILLIAMS ST W
14F143685,11:49:19,34 TRAFF HAZARD,6500 LIMA RD & LUDWIG RD W
14F143686,11:52:46,80 CIVIL INVEST,4800 WILLOW BROOK DR
14F143688,11:55:22,44LM,1100 WILDWOOD AVE W
14F143689,11:57:08,911 HANG UP,5900 WAYCROSS DR & KENNY DR
14F143690,11:57:55,101 OPEN DOOR,4600 GAYWOOD DR
14F143691,11:59:04,51 THEFT,6600 BLUFFTON RD
14F143692,12:01:44,30 TRAFFIC STOP,5500 ILLINOIS RD & SUTTON AVE
14F143693,12:07:40,65A SUICIDE ATT,3500 AUTUMN LN
14F143694,12:09:18,"51,35",1100 FRANKLIN AVE
14F143696,12:09:59,34 TRAFF HAZARD,1400 WASHINGTON CENTER RD E & CLIN
14F143695,12:12:12,22I JUV INVEST,4600 FAIRLAWN PASS
14F143697,12:22:30,43 DISTURBANCE,400 STATE BLVD E
14F143698,12:22:50,1 MEET,2400 CALHOUN ST S
14F143700,12:23:31,22I JUV INVEST,2900 ST JOE CENTER RD
14F143699,12:23:50,22I JUV INVEST,4600 FAIRLAWN PASS
14F143701,12:24:00,22I JUV INVEST,3500 TAYLOR ST
14F143702,12:26:16,"48,36",1000 CREIGHTON AVE W & BROADWAY
14F143705,12:26:27,1 MEET,300 BERRY ST W
14F143703,12:27:50,46 DOMESTIC,600 SECOND ST
14F143704,12:28:27,EMS,6500 HESSEN CASSEL RD
14F143706,12:33:37,48 SUSPICIOUS,500 MEYER AVE
14F143707,12:35:50,30 TRAFFIC STOP,7900 JEFFERSON BLVD W
14F143708,12:37:02,"48,36",1500 TAYLOR ST
14F143709,12:37:18,96JO,1400 SPY RUN AVE
14F143710,12:38:33,43 DISTURBANCE,2100 PEMBERTON DR
14F143720,12:50:44,108 FOLLOWUP,2400 CASS ST
14F143711,12:51:34,14 WARRANT,500 JEFFERSON BLVD W
14F143712,12:52:31,"51,35",4200 ARLINGTON AVE
14F143713,12:53:15,51 THEFT,100 CREIGHTON AVE W & HARRISON ST
14F143715,12:55:02,25 PD ACCIDENT,2800 MAIN ST W & JEFFERSON BLVD W
14F143716,12:56:43,"46,96",1700 BEACON ST
14F143714,12:57:17,56 MOLESTING,00 MAIN ST E
14F143717,12:58:14,39 STOLEN VEHIC,3500 BROOKLYN AVE
14F143718,13:01:20,EMS,1000 LIBERTY ST
14F143721,13:16:02,"102,TX THREATS",2400 CALHOUN ST S
14F143719,13:16:44,48 SUSPICIOUS,4100 ROBINWOOD DR
14F143722,13:25:02,48 SUSPICIOUS,5400 THORNBRIAR LN
14F143733,13:29:56,18 WORK TRAFFIC,7300 STATE BLVD E & LAHMEYER RD
14F143759,13:30:38,18 WORK TRAFFIC,2600 FAIRFIELD AVE & PONTIAC ST W
14F143723,13:31:44,911 HANG UP,1100 BARR ST S
14F143724,13:34:04,30 TRAFFIC STOP,7500 SOUTHTOWN XING
14F143726,13:35:16,"48,36",1100 TAYLOR ST
14F143725,13:35:22,30 TRAFFIC STOP,8500 ILLINOIS RD & GOLDSPUR DR E
14F143727,13:38:32,38 LOST/STOLEN,2700 BROOKLYN AVE
14F143729,13:38:36,EMS,800 OWLS PT
14F143728,13:40:30,22RC RECOVERY,6000 EASTHILLS RD
14F143732,13:42:50,23 VANDALISM,2000 HOBSON RD
14F143730,13:53:29,"33,34",600 COLUMBIA AVE
14F143731,13:57:22,911 HANG UP,2100 LAKE AVE
14F143737,14:09:57,51 THEFT,300 GREENWOOD AVE
14F143734,14:10:16,63 CONTACT,7300 CAPRI DR
14F143736,14:12:03,51 THEFT,700 EWING ST
14F143735,14:14:39,30 TRAFFIC STOP,6600 ILLINOIS RD & I 69 NB
14F143738,14:18:47,25 PD ACCIDENT,3800 ANTHONY BLVD N & COLISEUM BLV
14F143739,14:22:12,911 HANG UP,700 WALLACE ST E
14F143740,14:23:58,26 PI ACCIDENT,6900 JEFFERSON BLVD W & SOUTHBEND
14F143741,14:25:40,"16,97",4600 ILLINOIS RD & APPLE GLEN BLVD
14F143742,14:35:59,129,300 COX DR W
14F143743,14:38:32,51IP,3800 LAFAYETTE ST S
14F143746,14:44:10,18 WORK TRAFFIC,600 CHERRY ST
14F143744,14:46:33,"51,35",1000 THIRD ST
14F143745,14:48:34,129,8600 OAKCLIFF CT
14F143747,14:49:36,911 HANG UP,600 MILDRED AVE
14F143755,14:56:15,17 MOTOR CHECK,1900 OAKLAND ST
14F143748,14:56:26,25 PD ACCIDENT,4100 SANDHURST DR
14F143757,14:58:17,1 MEET,4500 LAFAYETTE ST S
14F143751,15:01:50,22I JUV INVEST,6300 LIMA RD
14F143750,15:02:44,25 PD ACCIDENT,5200 STONY RUN LN N
14F143749,15:02:59,16V PICKUP VID,00 MAIN ST E
14F143752,15:05:10,51 THEFT,700 COLISEUM BLVD E
14F143753,15:05:29,"51,35",1700 ROSEMONT DR
14F143754,15:07:30,30 TRAFFIC STOP,400 CLINTON ST S & SUPERIOR ST E
14F143756,15:10:43,51JO,3100 STATE BLVD E
14F143758,15:11:16,96 BATTERY,4900 GREENFIELD DR
14F143760,15:20:57,70 FIRE,600 CHERRY ST
14F143761,15:21:47,108 FOLLOWUP,00 MAIN ST E
14F143764,15:23:15,51 THEFT,1600 WELLS ST
14F143762,15:26:20,30 TRAFFIC STOP,4200 CLINTON ST S & MCKINNIE AVE
14F143781,15:27:11,ATL,600 STATE BLVD E & PARNELL AVE
14F143765,15:29:20,15 ASSIST,6100 GRAYMOOR LN
14F143763,15:29:53,51 THEFT,4900 WINCHESTER RD
14F143767,15:32:39,46 DOMESTIC,10300 BRANDYWINE DR
14F143766,15:32:50,30 TRAFFIC STOP,1900 HOBSON RD & SOUTHHERITAGE PAR
14F143768,15:34:59,63 CONTACT,5700 THORNBRIAR LN
14F143769,15:37:43,911 HANG UP,3000 FAIRFIELD AVE
14F143770,15:41:32,40A AUDIBLE,5700 WEYBRIDGE PL
14F143771,15:41:59,96JO,4900 WINCHESTER RD
14F143772,15:43:21,26 PI ACCIDENT,1000 ANTHONY BLVD S & MAUMEE AVE
14F143773,15:46:51,24 MISSING PERS,4100 CALHOUN ST S
14F143774,15:54:19,"33,34",1400 WASHINGTON CENTER RD E & CLIN
14F143775,15:58:23,EMS,2900 SIMCOE DR
14F143776,16:02:16,30 TRAFFIC STOP,2300 MINER ST & SCOTT AVE
14F143777,16:04:28,43 DISTURBANCE,2400 SHADY BROOK DR
14F143809,16:05:43,39 STOLEN VEHIC,3900 MONROE ST S
14F143784,16:07:01,42 INTOX PERSON,100 COLUMBIA ST W
14F143778,16:08:09,911 HANG UP,1000 APPLEWOOD RD
14F143779,16:11:34,40A AUDIBLE,2400 TERRACE RD
14F143780,16:12:03,43 DISTURBANCE,3800 WEISSER PARK AVE
14F143782,16:14:51,43 DISTURBANCE,6300 MAPLEDOWNS DR
14F143785,16:27:00,911 HANG UP,3700 SHERWOOD TERR E
14F143788,16:27:09,"51,35",2100 GARDEN PARK DR
14F143786,16:28:29,26 PI ACCIDENT,6200 STATE BLVD E & MAPLECREST RD
14F143787,16:29:45,30 TRAFFIC STOP,6200 BLUFFTON RD
14F143789,16:31:26,911 HANG UP,300 RUDISILL BLVD E
14F143790,16:33:48,40A AUDIBLE,1700 ILLINOIS ST
14F143792,16:34:40,25 PD ACCIDENT,6300 WOOD RIM RUN
14F143791,16:35:02,"51,35",300 RUDISILL BLVD E
14F143794,16:35:53,911 HANG UP,500 RIDGEMOOR DR
14F143793,16:36:27,30 TRAFFIC STOP,1900 BROADWAY & TAYLOR ST
14F143795,16:37:33,"16,97",2700 ALLEGANY AVE
14F143796,16:37:48,911 HANG UP,2900 CLINTON ST N
14F143798,16:40:59,66 MENTALLY ILL,6700 ANTHONY BLVD S
14F143797,16:41:32,23 VANDALISM,3200 CRESCENT AVE
14F143800,16:42:05,34 TRAFF HAZARD,2400 WENDIGO LN & HIAWATHA BLVD
14F143799,16:46:19,LP LOST PROPERT,700 EDGEWATER AVE
14F143801,16:49:41,"51,35",4200 WARSAW ST
14F143802,16:50:41,911 HANG UP,1900 FOX POINT TRL
14F143804,16:52:33,63 CONTACT,5600 MCCLELLAN ST
14F143803,16:53:02,22I JUV INVEST,2900 CLINTON ST N
14F143805,16:53:21,56 MOLESTING,2300 JOHN ST
14F143806,16:55:16,911 HANG UP,6200 ARAGON DR
14F143807,16:57:34,30 TRAFFIC STOP,8700 ILLINOIS RD
14F143810,16:58:54,50 BURGLARY,3700 KIRKFIELD DR
14F143808,16:59:40,40H HOLDUP ALRM,7600 ANTHONY BLVD S
14F143811,17:01:31,30 TRAFFIC STOP,700 CREIGHTON AVE W & FOX AVE
14F143812,17:07:39,43 DISTURBANCE,7100 DECATUR RD
14F143813,17:09:49,51 THEFT,7100 BLUFFTON RD
14F143815,17:10:55,109 DUMPING,3300 STATE BLVD E
14F143816,17:11:12,46 DOMESTIC,7900 PRESTON POINTE DR
14F143814,17:11:16,HARASSMENT,1900 HIGH ST
14F143817,17:13:44,40A AUDIBLE,200 CORNELL CIR S
14F143819,17:17:11,66 72 HOUR,4900 WINCHESTER RD
14F143818,17:17:24,40A AUDIBLE,7900 GRAYFIELD CT
14F143820,17:23:15,25 PD ACCIDENT,500 STATE BLVD E & PLEASANT AVE
14F143821,17:30:17,30 TRAFFIC STOP,3200 FREEMAN ST & BOULDER AVE
14F143822,17:32:13,40A AUDIBLE,1300 POLK ST
14F143823,17:33:11,911 HANG UP,2300 CENTRAL DR
14F143826,17:35:52,40A AUDIBLE,1600 WINTER ST
14F143824,17:36:24,25 PD ACCIDENT,10300 LIMA RD & DUPONT RD W
14F143825,17:38:47,30 TRAFFIC STOP,1600 GOSHEN AVE & HARVARD BLVD
14F143827,17:39:50,25 PD ACCIDENT,1600 WELLS ST & SPRING ST
14F143828,17:42:57,911 HANG UP,8100 ST JOE CENTER RD
14F143831,17:45:32,22RN RUNAWAY,6000 EASTHILLS RD
14F143829,17:49:17,"48,36",5600 DENNISON DR
14F143830,17:51:56,22RC RECOVERY,700 TAYLOR ST
14F143833,17:52:54,43 DISTURBANCE,5800 CLINTON ST N & ST JOE CENTER
14F143832,17:52:58,25 PD ACCIDENT,6200 EVARD RD & MAPLECREST RD
14F143834,17:57:46,"48,35",1400 HARRY BAALS DR
14F143835,17:59:45,51 THEFT,4200 WYNDEMERE PASS
14F143836,18:00:49,35 PARKED VEHIC,400 FOURTH ST E & SPY RUN AVE
14F143837,18:01:12,ATL,00 MAIN ST E & CALHOUN ST S
14F143864,18:02:16,96 BATTERY,200 MURRAY ST
14F143839,18:02:46,46 DOMESTIC,400 WILDWOOD AVE E
14F143840,18:04:52,103 UNWANTED,3500 WAYNE TRACE
14F143838,18:05:23,16V PICKUP VID,00 MAIN ST E
14F143841,18:09:52,30 TRAFFIC STOP,5800 CLINTON ST N & ST JOE CENTER
14F143842,18:11:23,26 PI ACCIDENT,100 CREIGHTON AVE W & HARRISON ST
14F143843,18:16:29,43 DISTURBANCE,2100 BROADWAY
14F143847,18:19:42,26 PI ACCIDENT,11800 WAYNE TRACE & MONROEVILLE RD
14F143844,18:20:15,16V PICKUP VID,00 MAIN ST E
14F143846,18:20:33,911 HANG UP,2500 PARNELL AVE
14F143845,18:21:01,97 FOUND ITEMS,00 MAIN ST E
14F143852,18:23:06,43 DISTURBANCE,4500 COLONIAL AVE S
14F143853,18:23:33,911 HANG UP,5200 HANNA ST S
14F143848,18:24:33,25 PD ACCIDENT,7100 ILLINOIS RD & HADLEY RD S
14F143849,18:26:20,43 DISTURBANCE,800 SHERWOOD TERR E
14F143855,18:26:57,22I JUV INVEST,1200 WASHINGTON CENTER RD E
14F143850,18:27:51,20 PROBLEM UNK,2100 POINT WEST DR
14F143851,18:28:04,113 SHOTS FIRED,1000 THIRD ST & ST MARYS AVE
14F143856,18:37:58,25HS HIT SKIP,7200 DECATUR RD
14F143854,18:38:25,30 TRAFFIC STOP,4100 HOMESTEAD RD & ABOITE CENTER
14F143863,18:43:49,33 DISABLED VEH,31500 I 69 SB
14F143857,18:44:26,22RC RECOVERY,6000 EASTHILLS RD
14F143858,18:44:52,27 RECKLESS DRI,4100 ARDMORE AVE & ENGLE RD
14F143859,18:46:22,48 SUSPICIOUS,1500 PRODUCTION RD
14F143865,18:47:29,22RC RECOVERY,1800 SHORT ST & ARCHER AVE
14F143861,18:48:13,25 PD ACCIDENT,400 JEFFERSON BLVD E & CLAY ST
14F143860,18:48:24,80 CIVIL INVEST,300 CORNELL CIR S
14F143862,18:52:01,40P PANIC ALARM,5200 ROSEBURY DR
14F143866,18:52:58,63 CONTACT,1800 MARY ST
14F143867,18:57:53,911 HANG UP,100 COBBLERS CV
14F143868,18:59:23,30 TRAFFIC STOP,5500 HAMILTON RD W
14F143870,19:00:02,99 NARCOTICS,5800 LIMA RD & WASHINGTON CENTER R
14F143869,19:01:30,911 HANG UP,4700 REED ST
14F143873,19:04:16,911 HANG UP,5400 COVENTRY LN
14F143871,19:04:43,80 CIVIL INVEST,300 CORNELL CIR S
14F143872,19:05:29,30 TRAFFIC STOP,600 STATE BLVD W & MERIDIAN ST
14F143874,19:06:50,1 MEET,500 DUPONT RD E
14F143876,19:16:25,96JO,2500 TILLMAN RD E
14F143877,19:18:32,"102,TX THREATS",700 SUPERIOR ST W
14F143875,19:20:12,30 TRAFFIC STOP,500 CALHOUN ST S & COLUMBIA ST W
14F143878,19:23:37,48 SUSPICIOUS,1800 OAKLAND ST & ARCHER AVE
14F143879,19:27:23,80 CIVIL INVEST,5600 OLD DOVER BLVD
14F143880,19:32:36,102 THREATS,800 OAKLAWN CT
14F143889,19:34:48,99 NARCOTICS,6000 BUNT DR
14F143881,19:36:34,911 HANG UP,400 WASHINGTON BLVD W
14F143883,19:37:41,27 RECKLESS DRI,7400 ANTHONY BLVD S & TILLMAN RD E
14F143882,19:38:17,102 THREATS,600 BLUEBERRY LN
14F143885,19:41:23,103 UNWANTED,3300 ANTHONY BLVD S
14F143886,19:49:53,25 PD ACCIDENT,5700 COVENTRY LN & FALLS DR
14F143887,19:53:24,30 TRAFFIC STOP,5000 LILLIE ST & ELMROW DR
14F143888,19:53:36,30 TRAFFIC STOP,6200 STELLHORN RD & MAPLECREST RD
14F143891,19:54:41,51 THEFT,3500 WEBSTER ST
14F143890,19:56:19,40A AUDIBLE,1700 MAGNAVOX WAY
14F143892,20:04:04,51 THEFT,3300 PAULDING RD E
14F143893,20:04:56,102 THREATS,2300 DEERWOOD DR
14F143894,20:05:28,"48,36",4400 ARDMORE AVE
14F143895,20:07:09,ATL,7100 CLINTON ST N & AUBURN RD
14F143897,20:12:37,50 BURGLARY,4100 STRATHDON DR
14F143907,20:17:39,37 PARKING VIOL,3500 NEW HAVEN AVE
14F143898,20:21:36,"48,36",1700 COLLEGE ST
14F143896,20:22:50,911 HANG UP,1900 BAYVIEW DR
14F143899,20:35:26,40 ALARM,1300 BROADWAY
14F143901,20:38:03,45 NEIGHBORHOOD,3900 CAPTIVA DR
14F143900,20:38:04,103 UNWANTED,2300 HOAGLAND AVE
14F143905,20:39:31,99 NARCOTICS,2200 HOLTON AVE
14F143902,20:40:58,25 PD ACCIDENT,10300 COLDWATER RD & DUPONT RD E
14F143903,20:42:05,14 WARRANT,900 TENNESSEE AVE
14F143904,20:43:16,"33,34",5600 LAFAYETTE ST S & PAULDING RD
14F143906,20:58:02,50 BURGLARY,2200 BROADWAY
14F143908,21:32:25,25 PD ACCIDENT,3200 DUPONT RD E & I 69 NB
14F143909,21:33:59,66 MENTALLY ILL,10200 LAKE SEBAGO DR
14F143910,21:40:49,"48,36",3000 COLISEUM BLVD W
14F143913,21:47:26,911 HANG UP,1400 BAXTER ST
14F143911,21:47:38,63 CONTACT,6700 BLUFFTON RD & LOWER HUNTINGTO
14F143912,21:48:18,"48,36",100 PETTIT AVE E
14F143914,21:56:01,30 TRAFFIC STOP,400 COLERICK ST & WARSAW ST
14F143915,21:59:46,43 DISTURBANCE,300 COLISEUM BLVD E
14F143916,22:02:30,96JO,1500 BARTHOLD ST
14F143918,22:04:33,55 FIGHT,1000 COLISEUM BLVD N
14F143917,22:04:55,911 HANG UP,400 BASS ST
14F143919,22:06:13,62 PARTY ARMED,400 FAIRWICK LN
14F143923,22:10:50,43 DISTURBANCE,4400 ANTHONY BLVD S
14F143922,22:12:38,46 DOMESTIC,7900 DECATUR RD
14F143920,22:13:42,75 PURSUIT,200 RUDISILL BLVD E & CLINTON ST S
14F143921,22:18:08,75 PURSUIT,3700 LAFAYETTE ST S & GUMPPER AVE
14F143924,22:23:05,30 TRAFFIC STOP,4500 CALHOUN ST S & CALUMET AVE
14F143926,22:25:54,102 THREATS,800 HUESTIS AVE
14F143925,22:26:39,30 TRAFFIC STOP,3000 PONTIAC ST E
14F143930,22:33:56,108 FOLLOWUP,1000 WASHINGTON CENTER RD E
14F143927,22:39:19,30 TRAFFIC STOP,1300 LAFAYETTE ST S & BRACKENRIDGE
14F143928,22:41:05,43 DISTURBANCE,3900 CLINTON ST N
14F143929,22:44:44,30 TRAFFIC STOP,600 WALLACE ST E & HANNA ST S
14F143932,22:44:48,37 PARKING VIOL,1700 SHORT ST
14F143931,22:48:08,30 TRAFFIC STOP,700 BUCHANAN ST
14F143933,22:53:52,1 MEET,200 HOOVER DR E
14F143934,22:58:20,EMS,1000 COLISEUM BLVD W
14F143935,22:59:48,40A AUDIBLE,3000 MCCORMICK AVE
14F143936,23:03:18,911 HANG UP,6000 HESSEN CASSEL RD
14F143938,23:07:40,40A AUDIBLE,10300 DUPONT CIRCLE DR W
14F143937,23:08:26,"46,96",800 PUTNAM ST
14F143940,23:12:00,911 HANG UP,3000 PLAZA DR
14F143939,23:13:00,30 TRAFFIC STOP,3100 ST JOE CENTER RD & UPPER ST J
14F143941,23:15:32,EMS,1800 WELLS ST
14F143942,23:16:34,34 TRAFF HAZARD,2200 LYNN AVE
14F143943,23:23:03,37 PARKING VIOL,300 FIELD ST
14F143944,23:28:00,44 NUISANCE,1200 LEXINGTON AVE
14F143945,23:29:15,"16,97",1100 LIBERTY ST
14F143946,23:32:36,103 UNWANTED,3500 NEW HAVEN AVE
14F143947,23:34:42,48 SUSPICIOUS,4600 INNSBRUCK DR
14F143948,23:35:30,96JO,1300 BERRY ST E
14F143949,23:36:51,"46,96",8300 BRIDGEWAY CIR
14F143950,23:41:10,"48,36",3700 ENGLE RD
14F143951,23:49:06,40A AUDIBLE,5700 DECATUR RD
14F143952,23:51:07,30 TRAFFIC STOP,3400 BROADWAY & NUTTMAN AVE
14F143953,23:52:28,22I JUV INVEST,1400 SEVAN LAKE CT
